open;high;low;close;volume;marketCap;timestamp
0.1698106149;0.170931029;0.1173029542;0.1374248196;42574.4934776382;0;"2020-08-15T23:59:59.999Z"
0.213635488;0.2481554887;0.2007014993;0.2264638332;47813.3046333269;6305258.9011297;"2020-08-20T23:59:59.999Z"
0.2167949468;0.2182266266;0.1684572268;0.2004436201;55781.2949599562;5604023.30105604;"2020-08-25T23:59:59.999Z"
0.2266122799;0.2536834928;0.2251154152;0.2392539349;45598.7558340518;6778349.281583019;"2020-08-30T23:59:59.999Z"
0.2116233216;0.2135479727;0.1573651278;0.1803156537;65234.574320068;5458814.637307289;"2020-09-04T23:59:59.999Z"
0.1526126112;0.1661906648;0.15048464;0.1653729722;27076.7330764412;5035164.4226600835;"2020-09-09T23:59:59.999Z"
0.1543715539;0.1565482911;0.1183970611;0.1216087618;87446.269330216;3735443.784309525;"2020-09-13T23:59:59.999Z"
0.138550535;0.1724506305;0.134641347;0.1532811387;334391.7784015582;4718843.366576234;"2020-09-18T23:59:59.999Z"
0.1157722368;0.1274729939;0.115526511;0.1211041102;53782.6723764704;3723452.3776416774;"2020-09-23T23:59:59.999Z"
0.111845697;0.1131857638;0.0801215112;0.1085418094;162438.2040318974;3411058.7095822985;"2020-09-28T23:59:59.999Z"
0.0986962852;0.1001135529;0.0974642192;0.0995434181;22559.8159455382;3125070.984631619;"2020-10-03T23:59:59.999Z"
0.099435335;0.1013350403;0.0973782861;0.1013350403;55426.1263026835;3207544.5642944123;"2020-10-08T23:59:59.999Z"
0.1100038447;0.1109039539;0.1051583127;0.1056218581;40676.3982925724;3332544.2003348847;"2020-10-13T23:59:59.999Z"
0.091398433;0.0915814634;0.0802659678;0.0812690449;28725.6421902415;2617740.244950286;"2020-10-18T23:59:59.999Z"
0.0974932702;0.0976822134;0.0898619465;0.0912615539;44738.4466883234;2957862.8356366833;"2020-10-23T23:59:59.999Z"
0.0913347465;0.0931607226;0.0856633556;0.0874364693;55296.6475932887;2821393.434493881;"2020-10-28T23:59:59.999Z"
0.0809837997;0.0833829545;0.0768529112;0.0790580558;56432.913443821;2594916.575231163;"2020-11-02T23:59:59.999Z"
0.0961257423;0.0976215965;0.0876139877;0.0897496574;50136.6794532994;2953233.124112879;"2020-11-07T23:59:59.999Z"
0.0927191301;0.101072789;0.0900690219;0.1010167721;77291.8440135271;3339083.779288672;"2020-11-12T23:59:59.999Z"
0.0859777106;0.0882758386;0.0758943893;0.083534607;107081.1954213404;2798844.5158177405;"2020-11-17T23:59:59.999Z"
0.0879472578;0.0927273576;0.0822856472;0.0882081863;62068.0373470212;2963763.811180383;"2020-11-22T23:59:59.999Z"
0.0735581422;0.0794290573;0.0708758832;0.07521956;28021.8009069168;2543538.4142929916;"2020-11-27T23:59:59.999Z"
0.0814039466;0.0867246311;0.0799447405;0.0828535214;32769.0764419233;2838274.990273286;"2020-12-02T23:59:59.999Z"
0.0797361226;0.0826004465;0.0790653917;0.0811409117;52318.1631092444;2777172.1674801284;"2020-12-07T23:59:59.999Z"
0.0736440418;0.0811726118;0.0736440418;0.0804345422;52684.5642494941;2761776.2919215835;"2020-12-12T23:59:59.999Z"
0.0773812885;0.0800364747;0.0607339487;0.0634371364;108480.264835501;2193919.932728086;"2020-12-17T23:59:59.999Z"
0.0606135857;0.06231906;0.0576345034;0.0596963299;20231.9162067074;2057367.6283397814;"2020-12-21T23:59:59.999Z"
0.0684475601;0.0755021249;0.0655318557;0.0680567676;56988.1829044588;2341069.8100232556;"2020-12-26T23:59:59.999Z"
0.0654309611;0.0674294251;0.0633293774;0.0658080828;38284.8002606547;2248423.229473349;"2020-12-31T23:59:59.999Z"
0.0736698796;0.077121122;0.0674375463;0.0757497311;14669.4039979391;2615463.009962766;"2021-01-05T23:59:59.999Z"
0.0902928116;0.0933800103;0.0800345089;0.0852604052;18579.3160394547;2923789.3475141865;"2021-01-10T23:59:59.999Z"
0.0863616613;0.0883212183;0.0768229227;0.081362316;17271.7821353335;2896775.228697651;"2021-01-15T23:59:59.999Z"
0.0780988667;0.0793258124;0.0730239472;0.0773957178;14969.1135364105;2805252.4127944666;"2021-01-20T23:59:59.999Z"
0.0680068732;0.0724338648;0.0611980343;0.0616713512;26146.320484637;2242103.574671009;"2021-01-25T23:59:59.999Z"
0.0641710455;0.0660026614;0.0614439049;0.0633595385;27550.93393829;2313756.721200824;"2021-01-30T23:59:59.999Z"
0.0868887459;0.1096144947;0.0853133042;0.1020374851;52460.6238060001;3710382.8350760075;"2021-02-04T23:59:59.999Z"
0.0946296037;0.0983161309;0.0871005054;0.0896717757;48792.2415497999;3340010.034055792;"2021-02-09T23:59:59.999Z"
0.0965149828;0.1003047264;0.0949401128;0.0983674331;38122.7173738901;3651978.816776424;"2021-02-14T23:59:59.999Z"
0.101774014;0.1124208333;0.0951459793;0.1122344615;59686.6875605;4184566.056380902;"2021-02-19T23:59:59.999Z"
0.135516882;0.1480396921;0.1328476929;0.1384077762;40772.7904953602;5228890.73079298;"2021-02-24T23:59:59.999Z"
0.0995583361;0.1169893788;0.0993049859;0.1104575686;58543.4140638598;4176234.746714895;"2021-03-01T23:59:59.999Z"
0.1141986334;0.1147127596;0.1084894129;0.1136954886;35925.8575678199;4324115.960255951;"2021-03-06T23:59:59.999Z"
0.1275216866;0.1427560233;0.1226816134;0.1331400183;48441.6860785999;5096608.952407385;"2021-03-11T23:59:59.999Z"
0.1246611981;0.1536788362;0.1185410166;0.1528322242;29422.56475458;5883495.150166284;"2021-03-16T23:59:59.999Z"
0.1485462831;0.154081508;0.1359638644;0.1444919936;51793.9828205001;5555781.905803966;"2021-03-21T23:59:59.999Z"
0.1264723633;0.1420478531;0.1226007499;0.1385023438;35333.9186609899;5407705.800741204;"2021-03-26T23:59:59.999Z"
0.1348638949;0.1392298571;0.1320005381;0.1351946023;36445.6195807502;5337694.295130922;"2021-03-31T23:59:59.999Z"
0.1416535832;0.1483248554;0.1375704563;0.1442976202;29357.2321176401;5708045.86783205;"2021-04-04T23:59:59.999Z"
0.1324910967;0.1406307071;0.1302556849;0.1307338294;891.7450875;5175153.012780015;"2021-04-09T23:59:59.999Z"
0.1442876015;0.1477979767;0.1386451271;0.1418020083;28015.69133496;5645645.194312916;"2021-04-14T23:59:59.999Z"
0.142398653;0.1572358496;0.1389418312;0.143433628;23687.48758851;5800432.471840857;"2021-04-19T23:59:59.999Z"
0.1553104168;0.1760876435;0.1447653481;0.1640910325;31901.6339828201;6609014.555476211;"2021-04-24T23:59:59.999Z"
0.1967016313;0.2195231383;0.1911091916;0.2097097397;52880.1497184999;8911153.627211008;"2021-04-29T23:59:59.999Z"
0.204626455;0.2254676681;0.1911360144;0.1914545861;5138.3690752;8128336.881053202;"2021-05-04T23:59:59.999Z"
0.1597750308;0.1741437206;0.1540099576;0.1618202785;4766.48282091;6981063.751268879;"2021-05-09T23:59:59.999Z"
0.1347659864;0.1503435276;0.1323081488;0.1362247132;3505.74690988;5915001.8236151235;"2021-05-14T23:59:59.999Z"
0.1054700181;0.1067235086;0.0742919475;0.0922576857;38918.2906296098;3973699.415216895;"2021-05-19T23:59:59.999Z"
0.0930267082;0.1056519524;0.091763129;0.1037349523;44565.7799282399;4511367.402191754;"2021-05-24T23:59:59.999Z"
0.0891412222;0.0929961522;0.083390163;0.0863438848;19190.04335472;3787318.6282646307;"2021-05-29T23:59:59.999Z"
0.0925277441;0.0982300546;0.0917254256;0.0979169191;46762.2978969998;4271770.739471984;"2021-06-03T23:59:59.999Z"
0.0831418778;0.0847895898;0.0771505863;0.0825214424;78882.382314;3624006.0463799997;"2021-06-08T23:59:59.999Z"
0.0874969953;0.0970997456;0.084009139;0.0940429275;4531.026311;4142613.879021787;"2021-06-13T23:59:59.999Z"
0.092153663;0.0951589661;0.0858196057;0.0867645745;28272.4971457501;3859005.8271662663;"2021-06-18T23:59:59.999Z"
0.0751125967;0.0793045186;0.0734191648;0.0772816628;20084.2074342;3456014.266647181;"2021-06-23T23:59:59.999Z"
0.0748789794;0.079886342;0.0717266236;0.072767877;21618.46505264;3258332.126377095;"2021-06-28T23:59:59.999Z"
0.0670919585;0.0702240263;0.0612520846;0.0629453136;22765.12638822;2827209.9132725406;"2021-07-03T23:59:59.999Z"
0.0643462414;0.0644570587;0.0555481345;0.0593296969;46085.0248939199;2711252.8451194153;"2021-07-08T23:59:59.999Z"
0.0698578952;0.0709967273;0.0665584865;0.0677443838;29611.9666351;3064777.6270977007;"2021-07-13T23:59:59.999Z"
0.0802821096;0.0821351684;0.0792775608;0.0796864669;30172.7435191;3637460.015277895;"2021-07-17T23:59:59.999Z"
0.0797358569;0.0893921797;0.0782760169;0.0821128068;15459.9621475;3762690.234101503;"2021-07-22T23:59:59.999Z"
0.091723367;0.0996637584;0.0890073878;0.0977083;33154.2040492;4543364.991273422;"2021-07-27T23:59:59.999Z"
0.1042034432;0.1094436053;0.0990966369;0.1001857767;44032.3523768701;4671643.618608342;"2021-08-01T23:59:59.999Z"
0.1077892209;0.1083173987;0.0973099944;0.1038733804;82661.9564567999;4835020.5639791945;"2021-08-06T23:59:59.999Z"
0.1124832939;0.1269457928;0.1066792896;0.1117513142;212952.7441933198;5256275.528284075;"2021-08-11T23:59:59.999Z"
0.1001956589;0.10156218;0.0961909095;0.0975717298;55454.2796128699;4631472.885980413;"2021-08-16T23:59:59.999Z"
0.1026282326;0.108935317;0.0866730292;0.1072194669;181094.3960011192;5103785.923807899;"2021-08-21T23:59:59.999Z"
0.1218832093;0.1247431336;0.1100946607;0.1151643739;164431.8823731297;5484197.066368549;"2021-08-26T23:59:59.999Z"
0.1119749832;0.1138459058;0.1029218437;0.1081687551;231165.6820927405;5175062.071047731;"2021-08-31T23:59:59.999Z"
0.1186658499;0.1186658499;0.1125258485;0.1146976281;108458.9402165102;5758709.9055369105;"2021-09-05T23:59:59.999Z"
0.1107609653;0.1163581853;0.1087112649;0.1105530669;134537.5502249996;5551150.004075985;"2021-09-10T23:59:59.999Z"
0.1186603766;0.1274267304;0.1146419763;0.1191425649;139547.4888307496;6028819.204336484;"2021-09-15T23:59:59.999Z"
0.124824797;0.1266736331;0.1076020782;0.1105978679;157548.2567534496;5597104.654543685;"2021-09-20T23:59:59.999Z"
0.1038695205;0.1072493567;0.099763929;0.103948967;108239.9786265001;5316458.762084267;"2021-09-25T23:59:59.999Z"
0.0994890046;0.1047286413;0.0980527614;0.1043388655;112103.7776081103;5331494.9859713325;"2021-09-30T23:59:59.999Z"
0.1009602119;0.108379637;0.1009602119;0.105237312;139842.9203336104;5387586.803065905;"2021-10-05T23:59:59.999Z"
0.1002465143;0.102181776;0.093764838;0.0945401873;71374.8035235401;4888405.894215705;"2021-10-10T23:59:59.999Z"
0.0861799511;0.0919536876;0.0859462024;0.0909218813;95551.2298755897;4754344.309328657;"2021-10-15T23:59:59.999Z"
0.0833926804;0.0891420441;0.0811337521;0.0871612021;121529.3040304797;4567755.181707169;"2021-10-20T23:59:59.999Z"
0.0827821762;0.0906760555;0.0827085872;0.0893069404;110089.9605027598;4666687.541774154;"2021-10-25T23:59:59.999Z"
0.0897802095;0.0998559372;0.0854724868;0.0886214822;134767.8133609202;4600414.124717287;"2021-10-29T23:59:59.999Z"
0.0911880616;0.0955684407;0.0893438538;0.0949104743;128422.2082590997;5044152.483987756;"2021-11-03T23:59:59.999Z"
0.1226210991;0.1369161708;0.1195152366;0.1252777106;224078.8236311402;6677081.567760137;"2021-11-08T23:59:59.999Z"
0.1459487835;0.150948694;0.1387521398;0.1459856614;249668.0633382409;7785778.404002108;"2021-11-13T23:59:59.999Z"
0.1450146626;0.1470249539;0.1302234486;0.1305762588;213990.7009143194;7004942.547810662;"2021-11-18T23:59:59.999Z"
0.1248000183;0.1307647409;0.1226367481;0.1253577495;182790.4190922692;6763466.148163601;"2021-11-23T23:59:59.999Z"
0.1229271056;0.1286280609;0.1177456567;0.1284126203;182246.5434508807;6920169.898047386;"2021-11-28T23:59:59.999Z"
0.1284981294;0.1324294953;0.1161402284;0.1195065484;153591.8486049894;6469480.064106185;"2021-12-03T23:59:59.999Z"
0.1173907641;0.1175666237;0.1091676733;0.1158650295;148133.9431652997;6311152.331213537;"2021-12-08T23:59:59.999Z"
0.1105340825;0.1105340825;0.100854932;0.1016056083;142817.8240651501;5542158.284909105;"2021-12-13T23:59:59.999Z"
0.1023655969;0.1064393894;0.0999189577;0.1042205756;129050.569323;5707290.726189;"2021-12-18T23:59:59.999Z"
0.1140237845;0.1158669276;0.1091362925;0.1121631921;401593.464335999;6162418.947953785;"2021-12-23T23:59:59.999Z"
0.1142971013;0.1145261395;0.1045476087;0.1083317663;462524.253055271;5953352.584062963;"2021-12-28T23:59:59.999Z"
0.1005116357;0.100921413;0.097878588;0.0994061953;244134.84194752;5525326.426629819;"2022-01-02T23:59:59.999Z"
0.0927232263;0.093709657;0.0862937973;0.0891120576;414078.2183748609;4990593.78979435;"2022-01-07T23:59:59.999Z"
0.090941747;0.0957533381;0.0880951009;0.0940719568;148078.2478263397;5280861.32037801;"2022-01-12T23:59:59.999Z"
0.0920037545;0.0924416483;0.0887699435;0.0895440267;356563.3081716;5003389.633559999;"2022-01-17T23:59:59.999Z"
0.0767800008;0.077126763;0.0671430511;0.0686531992;235357.5808798499;3872039.106906098;"2022-01-22T23:59:59.999Z"
0.0702318742;0.0731037916;0.0678250446;0.0730842112;219073.3735562607;4093049.0680022426;"2022-01-27T23:59:59.999Z"
0.0725056999;0.0760352516;0.0724605183;0.0750463216;132995.1855993898;4261958.214468004;"2022-02-01T23:59:59.999Z"
0.0802749433;0.0827939542;0.0789697751;0.0819968186;101516.2279082302;4646996.138555648;"2022-02-06T23:59:59.999Z"
0.085786766;0.0859978741;0.0790214993;0.0795557005;128561.6181479304;4508522.363413553;"2022-02-10T23:59:59.999Z"
0.07783143;0.0841575512;0.0773222495;0.0821476999;154008.9561806393;4727275.383999719;"2022-02-15T23:59:59.999Z"
0.0914892634;0.0914892634;0.0849786019;0.085619159;95010.1759689597;4910816.3603385445;"2022-02-20T23:59:59.999Z"
0.082784393;0.0856862936;0.0826958897;0.0849499596;102900.5136107204;4917691.620104657;"2022-02-25T23:59:59.999Z"
0.086873038;0.0877597597;0.0777620501;0.0794893205;132916.5740203705;4577089.280542927;"2022-03-02T23:59:59.999Z"
0.0704965451;0.0744556768;0.0690628721;0.0721284653;127680.7030220405;4205145.682956627;"2022-03-07T23:59:59.999Z"
0.0725746434;0.0741316214;0.0713096587;0.0732748972;129629.4993732602;4281523.908515465;"2022-03-12T23:59:59.999Z"
0.0696647271;0.0704443606;0.0659231444;0.0662453763;114018.80226952;3904058.600064739;"2022-03-17T23:59:59.999Z"
0.067940223;0.0706771762;0.0668848698;0.0669859997;109762.4152590002;3934660.317681006;"2022-03-22T23:59:59.999Z"
0.0699267802;0.0717889276;0.0675169756;0.0712972293;105045.6706801198;4224393.014049471;"2022-03-27T23:59:59.999Z"
0.0830640462;0.0939975591;0.0762742626;0.0857155692;742604.8303001628;5130630.7851806795;"2022-04-01T23:59:59.999Z"
0.0869423049;0.0878455522;0.0811363031;0.0830618613;561771.5342906005;4986048.965956803;"2022-04-06T23:59:59.999Z"
0.0829313517;0.0834068749;0.0808619122;0.0809057838;984138.2930768873;4864650.145718707;"2022-04-11T23:59:59.999Z"
0.0731849539;0.0739101289;0.0607645374;0.0651521808;821580.0063463702;3956220.379969421;"2022-04-16T23:59:59.999Z"
0.0648568001;0.0673800147;0.0633656307;0.0645731165;221744.9689126001;3920893.3368802415;"2022-04-21T23:59:59.999Z"
0.0616291946;0.0617361229;0.0587203398;0.0609930771;166812.4434926602;3689244.1739284648;"2022-04-26T23:59:59.999Z"
0.0590068305;0.0590145343;0.0559861594;0.0567683106;179239.4959911199;3458243.3587694983;"2022-05-01T23:59:59.999Z"
0.0477967869;0.0516262381;0.0467945244;0.0484128339;129233.7790851805;2958687.1783145727;"2022-05-06T23:59:59.999Z"
0.0364414612;0.0364420338;0.0316070393;0.0330592227;104586.8824907202;2035641.1344236839;"2022-05-11T23:59:59.999Z"
0.0316014069;0.03394424;0.0313696849;0.0325827827;107117.5664979204;2020122.0283440081;"2022-05-16T23:59:59.999Z"
0.030780865;0.0327808198;0.0305095887;0.0316908435;217796.2867738194;1945459.194908955;"2022-05-21T23:59:59.999Z"
0.0299864209;0.0300947745;0.0281496441;0.0283301882;169879.2073510403;1709983.5837606427;"2022-05-25T23:59:59.999Z"
0.0303862379;0.0317620003;0.0303862379;0.0313806778;190992.1143346201;1894231.0619317512;"2022-05-30T23:59:59.999Z"
0.0405524552;0.0419879612;0.0390909072;0.0419414928;107707.4935284601;2518503.939310592;"2022-06-04T23:59:59.999Z"
0.0493217545;0.0499261132;0.047360986;0.0473643376;154269.9187190397;2814572.243113435;"2022-06-09T23:59:59.999Z"
0.0457738281;0.0507714162;0.0434184496;0.0491082227;95442.9081899998;2976505.1957392436;"2022-06-14T23:59:59.999Z"
0.0337795442;0.0340800533;0.031587805;0.0327973211;120466.7044089601;1982833.1775085619;"2022-06-19T23:59:59.999Z"
0.0360979588;0.0367462993;0.0360775401;0.0364408214;100234.2906277999;2213487.172558418;"2022-06-24T23:59:59.999Z"
0.0372339279;0.0376046331;0.0336731914;0.0367641069;87705.8856931204;2212916.8770366996;"2022-06-29T23:59:59.999Z"
0.0355743203;0.0403837348;0.0352302738;0.0403582512;118640.0824293997;2454085.173803563;"2022-07-04T23:59:59.999Z"
0.0444979692;0.0445926099;0.0371067189;0.038084555;135751.6085822397;2331168.697885635;"2022-07-09T23:59:59.999Z"
0.036695087;0.0370676977;0.0361076495;0.0370155563;122191.0215620006;2247638.153242511;"2022-07-14T23:59:59.999Z"
0.0358855702;0.0360190752;0.0337216295;0.0347746531;158308.0421546005;2133690.223633677;"2022-07-19T23:59:59.999Z"
0.0320826971;0.0337638566;0.0316948116;0.0335262464;96678.8475607196;2039683.4574047907;"2022-07-24T23:59:59.999Z"
0.0321549818;0.0337556674;0.032040216;0.0330329936;50925.00413283;2021967.9214076705;"2022-07-29T23:59:59.999Z"
0.0323598285;0.0351504043;0.0318932802;0.0328297995;92634.7182609604;2017078.3253541088;"2022-08-03T23:59:59.999Z"
0.033154276;0.0344659701;0.0326080847;0.0341726851;99668.0690456404;2107564.7299872087;"2022-08-08T23:59:59.999Z"
0.03260075;0.0356264096;0.03260075;0.0336472903;58033.0999205799;2071591.696775217;"2022-08-13T23:59:59.999Z"
0.036383909;0.0364627486;0.0349917707;0.035468676;63963.1967935997;2167408.9992775894;"2022-08-18T23:59:59.999Z"
0.0295262163;0.0306066885;0.0288099128;0.0300548583;91596.9162981;1855992.6011042006;"2022-08-23T23:59:59.999Z"
0.0309061572;0.0309061572;0.0302506374;0.0302623177;99080.4427192805;1860132.0007449694;"2022-08-28T23:59:59.999Z"
0.0347487023;0.0349049618;0.0344046883;0.0347707696;96426.2490734403;2125940.8762259255;"2022-09-02T23:59:59.999Z"
0.0334598069;0.0336315602;0.0314528726;0.0315668553;99324.9916147797;1919101.3043700438;"2022-09-06T23:59:59.999Z"
0.0294183673;0.0305887831;0.0281724683;0.029607053;66236.74665824;1773922.0336318798;"2022-09-11T23:59:59.999Z"
0.0295793706;0.0299955755;0.0289557098;0.0291761587;115105.2444533999;1746654.7902572379;"2022-09-16T23:59:59.999Z"
0.0271517822;0.0286221663;0.0270737176;0.0283130429;74962.2339121502;1667837.7299961045;"2022-09-21T23:59:59.999Z"
0.0271516707;0.0275519283;0.027230879;0.0274799656;87650.9934118097;1632408.7550541437;"2022-09-26T23:59:59.999Z"
0.0277303316;0.0277721557;0.0274182961;0.0274974623;198819.5141760003;1645990.7718180027;"2022-10-01T23:59:59.999Z"
0.0246374111;0.0253485789;0.0244586289;0.0250122494;65620.0086750902;1479820.4717774142;"2022-10-06T23:59:59.999Z"
0.0227903988;0.0240948347;0.0220555075;0.0225429889;41928.6645874501;1350594.2065704647;"2022-10-11T23:59:59.999Z"
0.0221660057;0.0223033494;0.022112233;0.0221816103;57140.0077252002;1334461.120964644;"2022-10-16T23:59:59.999Z"
0.0182513039;0.0182867234;0.0172652045;0.0171740022;52545.3461596998;1040185.6716648955;"2022-10-21T23:59:59.999Z"
0.0168623452;0.0170167852;0.0163089829;0.0165298476;41858.2252039799;1010238.5867269987;"2022-10-26T23:59:59.999Z"
0.0155740589;0.0166337773;0.0155254619;0.0165566812;42825.6205606499;993370.5897398978;"2022-10-31T23:59:59.999Z"
0.0217564956;0.0221127516;0.0180510529;0.0207528895;54014.7120930701;1253872.7525156825;"2022-11-05T23:59:59.999Z"
0.0160030467;0.0165586319;0.0144312747;0.0150234683;93285.4489137903;951510.4950351032;"2022-11-10T23:59:59.999Z"
0.0131961466;0.0132125036;0.0130818615;0.0130560561;31689.1585499999;817280.850209998;"2022-11-15T23:59:59.999Z"
0.0120513344;0.0121146871;0.0118311313;0.0118491293;22947.48827328;737397.3402111595;"2022-11-20T23:59:59.999Z"
0.0115674541;0.0124413101;0.011248303;0.0115144371;27628.7728977;738183.7947274193;"2022-11-25T23:59:59.999Z"
0.0116196646;0.0124432562;0.0116196646;0.012189623;48554.3406779202;788116.5974984436;"2022-11-30T23:59:59.999Z"
0.0119466004;0.016459336;0.0113550287;0.0160953058;52852.74606722;1027064.3475652995;"2022-12-05T23:59:59.999Z"
0.0142281008;0.0154768723;0.0135560501;0.0135824216;51958.1123324202;878357.5501405628;"2022-12-10T23:59:59.999Z"
0.0152297942;0.0152336581;0.0148971426;0.0149116171;55939.6265739998;962773.8575573569;"2022-12-15T23:59:59.999Z"
0.0227054746;0.0227868363;0.0215704211;0.0216643675;83140.6848059203;1408832.729038006;"2022-12-19T23:59:59.999Z"
0.0194029794;0.0204768659;0.0188137491;0.0204062128;45116.3799773702;1322175.3504976954;"2022-12-24T23:59:59.999Z"
0.0202983965;0.0207253176;0.020015709;0.020688328;46333.3698953601;1345260.5931747216;"2022-12-29T23:59:59.999Z"
0.0206834474;0.0207557457;0.0191130952;0.0192015643;45579.97356503;1229190.058861461;"2023-01-03T23:59:59.999Z"
0.0186713308;0.0190865269;0.018553497;0.0190588361;43502.9868865401;1235121.7461939221;"2023-01-08T23:59:59.999Z"
0.0191502763;0.022989164;0.0190966531;0.0228451863;54274.3886311702;1477693.9404331248;"2023-01-13T23:59:59.999Z"
0.0255008939;0.025790476;0.0218600452;0.022032223;68558.0321735001;1431522.4213679014;"2023-01-18T23:59:59.999Z"
0.0212710343;0.0238512118;0.0210459801;0.0237497858;59426.8743596199;1545322.2813415267;"2023-01-23T23:59:59.999Z"
0.0308197333;0.0328765732;0.0304665879;0.0306579382;31827.7881392401;1991590.4764519257;"2023-01-28T23:59:59.999Z"
0.0276952566;0.0280578898;0.0242437419;0.025928241;89328.5802575404;1667933.685048067;"2023-02-02T23:59:59.999Z"
0.0288599518;0.0373606136;0.0286302895;0.0356768751;144013.1883663206;2320412.679532369;"2023-02-07T23:59:59.999Z"
0.0302321312;0.0313074438;0.0300253124;0.0304820311;80360.1836932999;1984522.1011381468;"2023-02-12T23:59:59.999Z"
0.0323289399;0.0340372438;0.0322943615;0.0337433316;91672.7081991596;2183656.733554551;"2023-02-17T23:59:59.999Z"
0.0305056812;0.0310875802;0.030380408;0.0310199572;92727.3303431999;1992757.5055975989;"2023-02-22T23:59:59.999Z"
0.0274472033;0.0274647239;0.0263121145;0.0265001253;80961.0604766403;1720823.0851554873;"2023-02-27T23:59:59.999Z"
0.0228640797;0.023934413;0.0227476618;0.0233631643;68869.8385384502;1508603.356715674;"2023-03-04T23:59:59.999Z"
0.0232152201;0.023540262;0.0226393526;0.0226536661;44204.4267516002;1468710.087464045;"2023-03-09T23:59:59.999Z"
0.0207933884;0.0227618508;0.0208177212;0.0216801538;24752.96017296;1403777.708980238;"2023-03-14T23:59:59.999Z"
0.0217662998;0.0220889059;0.0217411364;0.0217709388;19494.1635041401;1402277.633441365;"2023-03-19T23:59:59.999Z"
0.0210859165;0.0213687449;0.0209599849;0.0210673938;19421.47699164;1365951.9353138388;"2023-03-24T23:59:59.999Z"